minx=0
maxx=200
miny=0
maxy=256
0 , 80
1 , 80
2 , 80
3 , 80
4 , 80
5 , 80
6 , 80
7 , 80
8 , 80
9 , 80
10 , 80
11 , 80
12 , 80
13 , 84
14 , 84
15 , 84
16 , 87
17 , 87
18 , 91
19 , 98
20 , 109
21 , 109
22 , 113
23 , 117
24 , 113
25 , 113
26 , 109
27 , 109
28 , 109
29 , 109
30 , 113
31 , 113
32 , 117
33 , 113
34 , 113
35 , 109
36 , 109
37 , 102
38 , 98
39 , 91
40 , 87
41 , 87
42 , 87
43 , 87
44 , 87
45 , 91
46 , 91
47 , 91
48 , 91
49 , 91
50 , 95
51 , 95
52 , 95
53 , 98
54 , 98
55 , 102
56 , 124
57 , 146
58 , 168
59 , 190
60 , 212
61 , 234
62 , 240
63 , 223
64 , 190
65 , 157
66 , 128
67 , 95
68 , 62
69 , 29
70 , 10
71 , 21
72 , 43
73 , 65
74 , 87
75 , 109
76 , 113
77 , 117
78 , 120
79 , 124
80 , 128
81 , 128
82 , 128
83 , 128
84 , 128
85 , 131
86 , 131
87 , 131
88 , 131
89 , 131
90 , 135
91 , 135
92 , 138
93 , 138
94 , 142
95 , 142
96 , 146
97 , 146
98 , 149
99 , 149
100 , 153
101 , 157
102 , 164
103 , 168
104 , 175
105 , 182
106 , 182
107 , 182
108 , 186
109 , 186
110 , 190
111 , 186
112 , 186
113 , 182
114 , 182
115 , 182
116 , 179
117 , 175
118 , 171
119 , 168
120 , 164
121 , 157
122 , 149
123 , 142
124 , 135
125 , 128
126 , 120
127 , 113
128 , 106
129 , 98
130 , 95
131 , 95
132 , 95
133 , 95
134 , 95
135 , 95
136 , 95
137 , 95
138 , 95
139 , 95
140 , 95
141 , 91
142 , 91
143 , 87
144 , 87
145 , 87
146 , 84
147 , 84
148 , 80
149 , 80
150 , 80
151 , 80
152 , 80
153 , 80
154 , 80
155 , 80
156 , 80
157 , 80
158 , 80
159 , 80
160 , 80
161 , 80
162 , 80
163 , 80
164 , 80
165 , 80
166 , 80
167 , 80
168 , 80
169 , 80
170 , 80
171 , 80
172 , 80
173 , 84
174 , 84
175 , 84
176 , 87
177 , 87
178 , 91
179 , 98
180 , 109
181 , 109
182 , 113
183 , 117
184 , 113
185 , 113
186 , 109
187 , 109
188 , 109
189 , 109
190 , 113
191 , 113
192 , 117
193 , 113
194 , 113
195 , 109
196 , 95
197 , 91
198 , 87
199 , 84
200 , 80
