minx=0
maxx=200
miny=0
maxy=256
0 , 52
1 , 52
2 , 52
3 , 52
4 , 52
5 , 52
6 , 52
7 , 52
8 , 52
9 , 58
10 , 64
11 , 64
12 , 64
13 , 65
14 , 65
15 , 66
16 , 65
17 , 65
18 , 64
19 , 64
20 , 64
21 , 62
22 , 61
23 , 59
24 , 58
25 , 56
26 , 55
27 , 54
28 , 54
29 , 52
30 , 52
31 , 52
32 , 52
33 , 52
34 , 52
35 , 52
36 , 52
37 , 52
38 , 52
39 , 52
40 , 52
41 , 52
42 , 52
43 , 52
44 , 52
45 , 52
46 , 52
47 , 52
48 , 52
49 , 52
50 , 52
51 , 52
52 , 52
53 , 52
54 , 52
55 , 52
56 , 52
57 , 52
58 , 52
59 , 51
60 , 49
61 , 48
62 , 46
63 , 46
64 , 66
65 , 88
66 , 109
67 , 129
68 , 150
69 , 172
70 , 192
71 , 213
72 , 234
73 , 240
74 , 230
75 , 204
76 , 179
77 , 153
78 , 128
79 , 102
80 , 76
81 , 51
82 , 25
83 , 10
84 , 10
85 , 12
86 , 18
87 , 25
88 , 32
89 , 38
90 , 45
91 , 52
92 , 52
93 , 52
94 , 54
95 , 54
96 , 55
97 , 55
98 , 56
99 , 56
100 , 58
101 , 58
102 , 58
103 , 58
104 , 58
105 , 59
106 , 59
107 , 59
108 , 59
109 , 59
110 , 61
111 , 62
112 , 64
113 , 65
114 , 66
115 , 68
116 , 69
117 , 71
118 , 72
119 , 73
120 , 75
121 , 78
122 , 81
123 , 83
124 , 86
125 , 91
126 , 93
127 , 96
128 , 99
129 , 102
130 , 106
131 , 108
132 , 109
133 , 110
134 , 112
135 , 113
136 , 112
137 , 110
138 , 109
139 , 109
140 , 108
141 , 106
142 , 106
143 , 103
144 , 102
145 , 99
146 , 98
147 , 95
148 , 93
149 , 91
150 , 89
151 , 86
152 , 83
153 , 81
154 , 78
155 , 75
156 , 72
157 , 69
158 , 66
159 , 64
160 , 61
161 , 59
162 , 58
163 , 58
164 , 56
165 , 56
166 , 56
167 , 58
168 , 59
169 , 61
170 , 62
171 , 61
172 , 61
173 , 59
174 , 59
175 , 59
176 , 58
177 , 56
178 , 55
179 , 54
180 , 52
181 , 52
182 , 52
183 , 52
184 , 52
185 , 52
186 , 52
187 , 52
188 , 52
189 , 52
190 , 52
191 , 52
192 , 52
193 , 52
194 , 52
195 , 52
196 , 52
197 , 52
198 , 52
199 , 52
200 , 52
