minx=0
maxx=200
miny=0
maxy=256
0 , 64
1 , 64
2 , 64
3 , 64
4 , 64
5 , 64
6 , 64
7 , 64
8 , 64
9 , 64
10 , 64
11 , 65
12 , 68
13 , 73
14 , 80
15 , 86
16 , 95
17 , 95
18 , 96
19 , 100
20 , 101
21 , 101
22 , 101
23 , 103
24 , 103
25 , 106
26 , 106
27 , 106
28 , 106
29 , 106
30 , 106
31 , 103
32 , 101
33 , 100
34 , 96
35 , 95
36 , 93
37 , 90
38 , 88
39 , 86
40 , 85
41 , 80
42 , 75
43 , 73
44 , 67
45 , 64
46 , 64
47 , 64
48 , 64
49 , 64
50 , 64
51 , 64
52 , 64
53 , 64
54 , 64
55 , 64
56 , 64
57 , 64
58 , 64
59 , 64
60 , 64
61 , 59
62 , 54
63 , 50
64 , 45
65 , 42
66 , 37
67 , 32
68 , 29
69 , 24
70 , 21
71 , 31
72 , 44
73 , 54
74 , 67
75 , 78
76 , 90
77 , 101
78 , 114
79 , 124
80 , 137
81 , 149
82 , 160
83 , 172
84 , 185
85 , 195
86 , 208
87 , 218
88 , 231
89 , 242
90 , 242
91 , 229
92 , 203
93 , 178
94 , 152
95 , 128
96 , 101
97 , 75
98 , 50
99 , 24
100 , 12
101 , 14
102 , 11
103 , 18
104 , 24
105 , 31
106 , 37
107 , 44
108 , 50
109 , 57
110 , 64
111 , 64
112 , 64
113 , 64
114 , 64
115 , 64
116 , 64
117 , 64
118 , 64
119 , 64
120 , 64
121 , 64
122 , 64
123 , 64
124 , 64
125 , 64
126 , 64
127 , 64
128 , 64
129 , 64
130 , 64
131 , 67
132 , 72
133 , 75
134 , 80
135 , 85
136 , 86
137 , 88
138 , 90
139 , 93
140 , 95
141 , 95
142 , 96
143 , 96
144 , 100
145 , 100
146 , 101
147 , 101
148 , 103
149 , 103
150 , 106
151 , 106
152 , 106
153 , 106
154 , 106
155 , 106
156 , 106
157 , 106
158 , 106
159 , 106
160 , 106
161 , 103
162 , 101
163 , 100
164 , 96
165 , 95
166 , 93
167 , 90
168 , 88
169 , 86
170 , 85
171 , 80
172 , 75
173 , 72
174 , 67
175 , 64
176 , 64
177 , 64
178 , 64
179 , 64
180 , 64
181 , 64
182 , 64
183 , 64
184 , 64
185 , 64
186 , 64
187 , 64
188 , 64
189 , 64
190 , 64
191 , 64
192 , 64
193 , 64
194 , 64
195 , 64
196 , 64
197 , 64
198 , 64
199 , 64
200 , 64
