minx=0
maxx=22
miny=0
maxy=20
0 , 5.2
0.1 , 5.2
0.2 , 5.2
0.3 , 5.2
0.4 , 5.2
0.5 , 5.2
0.6 , 5.2
0.7 , 5.2
0.8 , 5.2
0.9 , 5.6
1 , 6
1.1 , 6.04
1.2 , 6.08
1.3 , 6.12
1.4 , 6.16
1.5 , 6.2
1.6 , 6.16
1.7 , 6.12
1.8 , 6.08
1.9 , 6.04
2 , 6
2.1 , 5.9
2.2 , 5.8
2.3 , 5.7
2.4 , 5.6
2.5 , 5.5
2.6 , 5.44
2.7 , 5.38
2.8 , 5.32
2.9 , 5.26
3 , 5.2
3.1 , 5.2
3.2 , 5.2
3.3 , 5.2
3.4 , 5.2
3.5 , 5.2
3.6 , 5.2
3.7 , 5.2
3.8 , 5.2
3.9 , 5.2
4 , 5.2
4.1 , 5.2
4.2 , 5.2
4.3 , 5.2
4.4 , 5.2
4.5 , 5.2
4.6 , 5.2
4.7 , 5.2
4.8 , 5.2
4.9 , 5.2
5 , 5.2
5.1 , 5.2
5.2 , 5.2
5.3 , 5.2
5.4 , 5.2
5.5 , 5.2
5.6 , 5.2
5.7 , 5.2
5.8 , 5.2
5.9 , 5.12
6 , 5.04
6.1 , 4.96
6.2 , 4.88
6.3 , 4.8
6.4 , 6.27
6.5 , 7.74
6.6 , 9.21
6.7 , 10.68
6.8 , 12.15
6.9 , 13.62
7 , 15.09
7.1 , 16.56
7.2 , 18.03
7.3 , 19.5
7.4 , 17.7
7.5 , 15.9
7.6 , 14.1
7.7 , 12.3
7.8 , 10.5
7.9 , 8.7
8 , 6.9
8.1 , 5.1
8.2 , 3.3
8.3 , 1.5
8.4 , 1.9625
8.5 , 2.425
8.6 , 2.8875
8.7 , 3.35
8.8 , 3.8125
8.9 , 4.275
9 , 4.7375
9.1 , 5.2
9.2 , 5.24444
9.3 , 5.28889
9.4 , 5.33333
9.5 , 5.37778
9.6 , 5.42222
9.7 , 5.46667
9.8 , 5.51111
9.9 , 5.55556
10 , 5.6
10.1 , 5.62
10.2 , 5.64
10.3 , 5.66
10.4 , 5.68
10.5 , 5.7
10.6 , 5.72
10.7 , 5.74
10.8 , 5.76
10.9 , 5.78
11 , 5.8
11.1 , 5.9
11.2 , 6
11.3 , 6.1
11.4 , 6.2
11.5 , 6.3
11.6 , 6.4
11.7 , 6.5
11.8 , 6.6
11.9 , 6.7
12 , 6.8
12.1 , 7.02
12.2 , 7.24
12.3 , 7.46
12.4 , 7.68
12.5 , 7.9
12.6 , 8.12
12.7 , 8.34
12.8 , 8.56
12.9 , 8.78
13 , 9
13.1 , 9.1
13.2 , 9.2
13.3 , 9.3
13.4 , 9.4
13.5 , 9.5
13.6 , 9.42857
13.7 , 9.35714
13.8 , 9.28571
13.9 , 9.21429
14 , 9.14286
14.1 , 9.07143
14.2 , 9
14.3 , 8.85
14.4 , 8.7
14.5 , 8.55
14.6 , 8.4
14.7 , 8.25
14.8 , 8.1
14.9 , 7.95
15 , 7.8
15.1 , 7.6
15.2 , 7.4
15.3 , 7.2
15.4 , 7
15.5 , 6.8
15.6 , 6.6
15.7 , 6.4
15.8 , 6.2
15.9 , 6
16 , 5.8
16.1 , 5.74
16.2 , 5.68
16.3 , 5.62
16.4 , 5.56
16.5 , 5.5
16.6 , 5.58
16.7 , 5.66
16.8 , 5.74
16.9 , 5.82
17 , 5.9
17.1 , 5.86
17.2 , 5.82
17.3 , 5.78
17.4 , 5.74
17.5 , 5.7
17.6 , 5.6
17.7 , 5.5
17.8 , 5.4
17.9 , 5.3
18 , 5.2
18.1 , 5.2
18.2 , 5.2
18.3 , 5.2
18.4 , 5.2
18.5 , 5.2
18.6 , 5.2
18.7 , 5.2
18.8 , 5.2
18.9 , 5.2
19 , 5.2
19.1 , 5.2
19.2 , 5.2
19.3 , 5.2
19.4 , 5.2
19.5 , 5.2
19.6 , 5.2
19.7 , 5.2
19.8 , 5.2
19.9 , 5.2
20 , 5.2
20.1 , 5.2
20.2 , 5.2
20.3 , 5.2
20.4 , 5.2
20.5 , 5.2
20.6 , 5.2
20.7 , 5.2
20.8 , 5.2
20.9 , 5.2
21 , 5.2
21.1 , 5.2
21.2 , 5.2
21.3 , 5.2
21.4 , 5.2
21.5 , 5.2
21.6 , 5.2
21.7 , 5.2
21.8 , 5.2
21.9 , 5.2
22 , 5.2
